一级分类,二级分类,三级分类,商品id,好评数
16750,16755,16806,10073477704085,0
16750,16755,16806,69366706516,300
16750,16755,16806,10073388868957,0
16750,16755,16806,10071796137492,10
16750,16755,16806,10056976199009,40
16750,16755,16806,10068088833324,5
16750,16755,16806,10054062414893,10
16750,16755,16806,55165551929,24000
16750,16755,16806,10071889684380,3
16750,16755,16806,10073432839411,0
16750,16755,16806,10068225578555,5
16750,16755,16806,10067695311294,4
16750,16755,16806,10487882784,900
16750,16755,16806,10032665493641,4
16750,16755,16806,27170876073,100
16750,16755,16806,10033072802450,100
16750,16755,16806,100020451355,900
16750,16755,16806,10031065960595,9
16750,16755,16806,10022090231005,100
16750,16755,16806,100012958384,960000
16750,16755,16806,43726058012,30
16750,16755,16806,11730279880,1300
16750,16755,16806,10069230580977,0
16750,16755,16806,10055568828631,90
16750,16755,16806,71254873935,600
16750,16755,16806,10046671179095,10
16750,16755,16806,10033519414487,50
16750,16755,16806,10071420861892,6
16750,16755,16806,10067875356992,10
16750,16755,16806,10067689887095,20
16750,16755,16806,10073186941387,3
16750,16755,16806,100043829777,26000
16750,16755,16806,10055207617805,100
16750,16755,16806,31542066167,100
16750,16755,16806,10050097241,1000
16750,16755,16806,10072675748899,0
16750,16755,16806,10028971212395,50
16750,16755,16806,72169563937,2200
16750,16755,16806,72098642138,20
16750,16755,16806,100056591635,400
16750,16755,16806,10074949887892,10
16750,16755,16806,10074162148584,0
16750,16755,16806,50629082640,30
16750,16755,16806,10026185060536,300
16750,16755,16806,10024745218754,50
16750,16755,16806,10021333912927,70
16750,16755,16806,100050969415,240000
16750,16755,16806,1030729224,700
16750,16755,16806,10070128454768,1
16750,16755,16806,10053160282570,60
16750,16755,16806,41271945706,100
16750,16755,16806,10074384003736,0
16750,16755,16806,10070377216894,2
16750,16755,16806,40945697621,30
16750,16755,16806,10069622908671,0
16750,16755,16806,10062243879281,10
16750,16755,16806,10035375931610,7
16750,16755,16806,10034624525118,20
16750,16755,16806,10074526727330,0
16750,16755,16806,10059983452054,8
16750,16755,16806,67462926698,100
16750,16755,16806,10068312074508,8
16750,16755,16806,10073410378363,2
16750,16755,16806,10036494082148,10
16750,16755,16806,10035613209104,1500
16750,16755,16806,10024344920422,40
16750,16755,16806,10042458919226,10
16750,16755,16806,1017001623,600
16750,16755,16806,10069894698473,3
16750,16755,16806,10067663408901,30
16750,16755,16806,10066557145536,1
16750,16755,16806,10050493772383,10
16750,16755,16806,10021206086000,300
16750,16755,16806,100053082544,0
16750,16755,16806,1026721192,700
16750,16755,16806,1006018762,1300
16750,16755,16806,10063234734781,6
16750,16755,16806,10039332728055,10
16750,16755,16806,10037629027256,100
16750,16755,16806,10068070788389,8
16750,16755,16806,100049825112,0
16750,16755,16806,10055165537817,100
16750,16755,16806,10039882405215,10
16750,16755,16806,57127328766,30
16750,16755,16806,10074375810313,5
16750,16755,16806,72210099340,100
16750,16755,16806,69937328458,200
16750,16755,16806,10044275679542,8
16750,16755,16806,10033204486184,100
16750,16755,16806,10030018251704,40
16750,16755,16806,100015111739,5900
16750,16755,16806,100009671607,10000
16750,16755,16806,10072589638381,20
16750,16755,16806,10065741626849,30
16750,16755,16806,1976064793,10000
16750,16755,16806,10068719078989,2
16750,16755,16806,10074520189661,3
16750,16755,16806,10068821434166,1
16750,16755,16806,10054103346905,7000
16750,16755,16806,10039560477518,30
16750,16755,16806,10073914499548,0
16750,16755,16806,10067032158039,10
16750,16755,16806,10073355132117,0
16750,16755,16806,10066334840647,10
16750,16755,16806,29280711447,90
16750,16755,16806,10069306158567,2
16750,16755,16806,10055982304716,80
16750,16755,16806,67707336264,200
16750,16755,16806,10059733060962,20
16750,16755,16806,47688985730,200
16750,16755,16806,1030671501,700
16750,16755,16806,10068043610127,10
16750,16755,16806,10057683102088,2
16750,16755,16806,10057598443313,10
16750,16755,16806,100052829720,110000
16750,16755,16806,100048555155,10
16750,16755,16806,10072870078657,10
16750,16755,16806,10043647361397,80
16750,16755,16806,63286704137,100
16750,16755,16806,45444381991,50
16750,16755,16806,10032882968136,600
16750,16755,16806,10067723146516,9
16750,16755,16806,10067043435547,3
16750,16755,16806,10066138410090,2
16750,16755,16806,10035681444543,100
16750,16755,16806,10025142025220,40
16750,16755,16806,10070238921797,3
16750,16755,16806,10071466817130,30
16750,16755,16806,10051825377558,700
16750,16755,16806,10029695274099,70
16750,16755,16806,10073080423051,0
16750,16755,16806,10031595827651,1300
16750,16755,16806,53700764525,30
16750,16755,16806,10043544515678,600
16750,16755,16806,100035919520,10
16750,16755,16806,66939903276,3900
16750,16755,16806,10027507897699,200
16750,16755,16806,10024337787695,10
16750,16755,16806,10067399577640,4
16750,16755,16806,10071766959272,2
16750,16755,16806,10058666732437,10
16750,16755,16806,100026934257,60
16750,16755,16806,50019564055,20
16750,16755,16806,10068557708061,600
16750,16755,16806,10043752756810,100
16750,16755,16806,10032900758646,3
16750,16755,16806,10027645054412,500
16750,16755,16806,10021169560531,1400
16750,16755,16806,10064841556546,70
16750,16755,16806,10041178088374,6
16750,16755,16806,100025426826,4900
16750,16755,16806,10068495802867,300
16750,16755,16806,10066632992655,100
16750,16755,16806,10032516789696,0
16750,16755,16806,43081829500,200
16750,16755,16806,10069710024949,5
16750,16755,16806,10050214202030,2
16750,16755,16806,10046229290040,4200
16750,16755,16806,27389266733,800
16750,16755,16806,10073420064662,1
16750,16755,16806,10053535839876,100
16750,16755,16806,10039337836211,30
16750,16755,16806,10025278567983,100
16750,16755,16806,100038618914,10
16750,16755,16806,10040273468244,900
16750,16755,16806,51640694094,500
16750,16755,16806,10069874999867,1
16750,16755,16806,10024213666317,600
16750,16755,16806,70872209984,40
16750,16755,16806,10448500438,2400
16750,16755,16806,100041217420,0
16750,16755,16806,10073984862235,0
16750,16755,16806,10067663596917,10
16750,16755,16806,10030890400953,100
16750,16755,16806,10065679635871,100
16750,16755,16806,10030254229608,1
16750,16755,16806,10021298002349,30
16750,16755,16806,54701017155,1600
16750,16755,16806,10401393460,200
16750,16755,16806,1003956201,100
16750,16755,16806,10073995678070,10
16750,16755,16806,10070952215052,10
16750,16755,16806,49379322141,500
16750,16755,16806,25413373766,400
16750,16755,16806,1981331000,1700
16750,16755,16806,10059994412183,90
16750,16755,16806,10070064226995,0
16750,16755,16806,10059384848317,20
16750,16755,16806,10038483271068,10
16750,16755,16806,10072142664469,0
16750,16755,16806,72254086126,70
16750,16755,16806,10040446553034,30
16750,16755,16806,10038452135296,90
16750,16755,16806,40390640207,50
16750,16755,16806,29927625314,700
16750,16755,16806,10067493383519,60
16750,16755,16806,10042947666808,200
16750,16755,16806,59001179319,30
16750,16755,16806,10062660774981,20
16750,16755,16806,31948591759,300
16750,16755,16806,10075446650959,0
16750,16755,16806,10068377202640,5
16750,16755,16806,10038966002118,8
16750,16755,16806,40837254469,90
16750,16755,16806,51724869071,1100
16750,16755,16806,10070551477144,2
16750,16755,16806,10059437901984,8
16750,16755,16806,100007342661,280000
16750,16755,16806,71491972766,200
16750,16755,16806,71447508524,100
16750,16755,16806,10056242081751,3
16750,16755,16806,10026867032644,50
16750,16755,16806,100052830116,17000
16750,16755,16806,62867426887,60
16750,16755,16806,10056743207921,14000
16750,16755,16806,10045004265690,300
16750,16755,16806,10040944895537,20
16750,16755,16806,37470449325,30
16750,16755,16806,36400284121,4
16750,16755,16806,10069486001022,10
16750,16755,16806,70462857347,700
16750,16755,16806,69424969976,20
16750,16755,16806,67104721313,100
16750,16755,16806,10052308940776,7
16750,16755,16806,10043937592759,100
16750,16755,16806,10069068205523,7
16750,16755,16806,10025169127675,200
16750,16755,16806,1031423505,400
16750,16755,16806,10051479931435,7
16750,16755,16806,1005958568,300
16750,16755,16806,10070074209417,8
16750,16755,16806,10055298863144,30
16750,16755,16806,10054876606458,3
16750,16755,16806,100021022696,29000
16750,16755,16806,10044958204208,300
16750,16755,16806,10025629839301,20
16750,16755,16806,24093115088,3400
16750,16755,16806,10070887204217,20
16750,16755,16806,10027207029557,100
16750,16755,16806,10027134905441,100
16750,16755,16806,63351626151,100
16750,16755,16806,60400760239,10
16750,16755,16806,59900657853,400
16750,16755,16806,10032823075432,100
16750,16755,16806,10067729578801,2
16750,16755,16806,100023898325,29000
16750,16755,16806,10060149163730,60
16750,16755,16806,10044189922915,300
16750,16755,16806,43728113428,300
16750,16755,16806,57505283448,20
16750,16755,16806,10074743020994,1
16750,16755,16806,10043978171930,2200
16750,16755,16806,69791589514,80
16750,16755,16806,10074513762405,0
16750,16755,16806,10042214398469,100
16750,16755,16806,70859827115,50
16750,16755,16806,47906484750,200
16750,16755,16806,40711461512,200
16750,16755,16806,10061536438575,10
16750,16755,16806,10058577419443,30
16750,16755,16806,10040551865338,60
16750,16755,16806,10036742904989,9
16750,16755,16806,41410965357,100
16750,16755,16806,10048617069458,10
16750,16755,16806,10040203799844,10
16750,16755,16806,10026752770303,1600
16750,16755,16806,10072797070808,0
16750,16755,16806,1017221439,800
16750,16755,16806,10053857579400,2
16750,16755,16806,46586975912,100
16750,16755,16806,1614539522,11000
16750,16755,16806,10053579094954,60
16750,16755,16806,10020165854051,20
16750,16755,16806,70484978842,90
16750,16755,16806,1964727786,300
16750,16755,16806,41429963279,100
16750,16755,16806,10072552025322,1
16750,16755,16806,10021307754884,200
16750,16755,16806,100014747775,160000
16750,16755,16806,10075460912286,1
16750,16755,16806,10024065384136,100
16750,16755,16806,10071065972471,10
16750,16755,16806,10068979746483,0
16750,16755,16806,50923529335,10
16750,16755,16806,10064020479495,50
16750,16755,16806,10051808573297,10
16750,16755,16806,69678129277,30
16750,16755,16806,10067907041028,1
16750,16755,16806,10025050313554,7
16750,16755,16806,100058067163,0
16750,16755,16806,100023898339,44000
16750,16755,16806,69538936414,10
16750,16755,16806,10064766373940,9
16750,16755,16806,10059875096164,2
16750,16755,16806,70106505368,40
16750,16755,16806,10193582083,1200
16750,16755,16806,10074663278716,0
16750,16755,16806,10069038339470,4
16750,16755,16806,10055236781225,500
16750,16755,16806,10044077260947,20
16750,16755,16806,1064114733,200
16750,16755,16806,10049856836832,40
16750,16755,16806,10072989362879,0
16750,16755,16806,10066952793455,90
16750,16755,16806,10057370524588,90
16750,16755,16806,10061639450477,4
16750,16755,16806,10060227098642,10
16750,16755,16806,10050699938371,100
16750,16755,16806,10027506216704,100
16750,16755,16806,69787910787,20
16750,16755,16806,10074832613921,0
16750,16755,16806,10026089668461,300
16750,16755,16806,1252144212,100
16750,16755,16806,1030862798,200
16750,16755,16806,10061711211358,30
16750,16755,16806,10044058114535,60
16750,16755,16806,10071122395869,2
16750,16755,16806,10056209723642,6
16750,16755,16806,25565256364,500
16750,16755,16806,14391658489,50
16750,16755,16806,10065191545470,3
16750,16755,16806,10027766581786,50
16750,16755,16806,10073407857679,2
16750,16755,16806,1019004501,800
16750,16755,16806,10027604093659,300
16750,16755,16806,10021775986302,500
16750,16755,16806,100025778328,200
16750,16755,16806,10072810023699,0
16750,16755,16806,10049960550946,30
16750,16755,16806,10038132960912,20
16750,16755,16806,10025162381896,100
16750,16755,16806,25221150061,600
16750,16755,16806,10047088082451,4200
16750,16755,16806,60046835645,200
16750,16755,16806,100044967152,54000
16750,16755,16806,10070569828833,1
16750,16755,16806,10070552283147,6
16750,16755,16806,10027164793305,200
16750,16755,16806,10067952894191,4
16750,16755,16806,10049848355919,3000
16750,16755,16806,10048420905070,300
16750,16755,16806,10032055894725,10
16750,16755,16806,10066282074451,7
16750,16755,16806,15611686997,30
16750,16755,16806,10070511874958,0
16750,16755,16806,10068488706313,6
16750,16755,16806,10068401062698,1
16750,16755,16806,10059570487613,1
16750,16755,16806,10050021928768,20
16750,16755,16806,100013351323,21000
16750,16755,16806,10071118294883,9
16750,16755,16806,10060759965887,10
16750,16755,16806,10070510191365,6
16750,16755,16806,10057569945235,900
16750,16755,16806,10042827234818,8
16750,16755,16806,10021431694206,300
16750,16755,16806,10071780407008,0
16750,16755,16806,10067778739614,3
16750,16755,16806,10028169509861,80
16750,16755,16806,48780798326,300
16750,16755,16806,10054581065767,5
16750,16755,16806,1026721829,400
16750,16755,16806,10073372449988,2
16750,16755,16806,10073166636400,2
16750,16755,16806,10035736071902,500
16750,16755,16806,10033829297816,6
16750,16755,16806,32278920457,30
16750,16755,16806,72492569195,100
16750,16755,16806,10064128136587,9
16750,16755,16806,71852201507,1000
16750,16755,16806,10069545140537,20
16750,16755,16806,10033942186918,10
16750,16755,16806,10026492433315,40
16750,16755,16806,71537921200,300
16750,16755,16806,39543533988,4
16750,16755,16806,10059117162217,8
16750,16755,16806,10058549144582,6
16750,16755,16806,10056965580056,10
16750,16755,16806,71657859290,10
16750,16755,16806,68730605748,60
16750,16755,16806,44233816972,70
16750,16755,16806,10068404816977,10
16750,16755,16806,10054194298649,30
16750,16755,16806,10029634990182,100
16750,16755,16806,10021398224941,200
16750,16755,16806,10070721924600,6
16750,16755,16806,15651186429,200
16750,16755,16806,10040775380853,5
16750,16755,16806,69891694450,100
16750,16755,16806,40635893307,2
16750,16755,16806,10593145867,100
16750,16755,16806,10071841912170,8
16750,16755,16806,10064653132577,20
16750,16755,16806,10051728442458,100
16750,16755,16806,43570517649,70
16750,16755,16806,10030706656102,100
16750,16755,16806,47355928889,1200
16750,16755,16806,10069140202213,4
16750,16755,16806,10067447904005,0
16750,16755,16806,10063605272281,9
16750,16755,16806,10056403371686,10
16750,16755,16806,10071039744422,30
16750,16755,16806,10066458482344,10
16750,16755,16806,10068490877700,6
16750,16755,16806,10057853175071,100
16750,16755,16806,10028567997346,20
16750,16755,16806,100014010735,0
16750,16755,16806,10073142452119,1300
16750,16755,16806,10057108070332,10
16750,16755,16806,10037823441369,30
16750,16755,16806,100043829795,20000
16750,16755,16806,53609883796,200
16750,16755,16806,29247094688,200
16750,16755,16806,11194290375,4400
16750,16755,16806,10072632451238,0
16750,16755,16806,10068420315050,10
16750,16755,16806,10041736539192,5
16750,16755,16806,10033248560325,40
16750,16755,16806,10032535440395,100
16750,16755,16806,10069899211371,60
16750,16755,16806,10069603244208,0
16750,16755,16806,10028070028954,5
16750,16755,16806,10074789491041,5
16750,16755,16806,10050855643559,600
16750,16755,16806,10072750063977,2
16750,16755,16806,10058668192340,50
16750,16755,16806,10041581290188,10
16750,16755,16806,10029573481557,300
16750,16755,16806,10416757440,1200
16750,16755,16806,10022165359957,100
16750,16755,16806,43901730153,800
16750,16755,16806,10034146535019,300
16750,16755,16806,10074663272293,1
16750,16755,16806,10071040057957,1
16750,16755,16806,10061103566322,80
16750,16755,16806,10035401681014,20
16750,16755,16806,10033940921480,20
16750,16755,16806,10065935354887,30
16750,16755,16806,10038374176375,10
16750,16755,16806,10035134533722,5
16750,16755,16806,10069657262106,8
16750,16755,16806,10063583150485,90
16750,16755,16806,10037893386349,30
16750,16755,16806,1031381078,200
16750,16755,16806,10060165966405,3
16750,16755,16806,10053388202012,3
16750,16755,16806,10047490523323,200
16750,16755,16806,10046668083162,40
16750,16755,16806,10066339882115,2
16750,16755,16806,10057864004122,20
16750,16755,16806,100041178809,16000
16750,16755,16806,1226744381,500
16750,16755,16806,10027368277263,100
16750,16755,16806,10840275005,2300
16750,16755,16806,10023251310871,100
16750,16755,16806,10059347130749,1
16750,16755,16806,100052829856,20
16750,16755,16806,40949041356,80
16750,16755,16806,10039178951780,10
16750,16755,16806,71031858862,100
16750,16755,16806,10064138870049,10
16750,16755,16806,10046229581429,300
16750,16755,16806,10033797938973,3100
16750,16755,16806,10026491807357,100
16750,16755,16806,10236268822,400
16750,16755,16806,10073572104000,2
16750,16755,16806,37637585011,40
16750,16755,16806,28332211820,1100
16750,16755,16806,10074552205129,2
16750,16755,16806,68571150520,10
16750,16755,16806,10070390321141,0
16750,16755,16806,10068138285339,4
16750,16755,16806,10066664490352,1
16750,16755,16806,10035344489723,50
16750,16755,16806,57814723944,100
16750,16755,16806,43901758954,100
16750,16755,16806,10073675219224,0
16750,16755,16806,10028255240710,50
16750,16755,16806,10074333963886,0
16750,16755,16806,10028565658377,10
16750,16755,16806,10071269977927,1
16750,16755,16806,10022627322352,600
16750,16755,16806,57041594915,10
16750,16755,16806,10073967478429,0
16750,16755,16806,10025280230882,80
16750,16755,16806,10020043116025,300
16750,16755,16806,10069520086005,10
16750,16755,16806,10068713816199,10
16750,16755,16806,10043380777020,4
16750,16755,16806,71533592561,400
16750,16755,16806,100059032317,820000
16750,16755,16806,43727789859,1600
16750,16755,16806,10074361790916,1
16750,16755,16806,10059520658863,1200
16750,16755,16806,10057682980243,7
16750,16755,16806,10054008017110,200
16750,16755,16806,10075247185004,7
16750,16755,16806,10071933446926,10
16750,16755,16806,10045698665683,300
16750,16755,16806,10063023541625,6
16750,16755,16806,10069794459680,2
16750,16755,16806,100057307729,0
16750,16755,16806,100018848524,29000
16750,16755,16806,64903176026,800
16750,16755,16806,27183425033,1500
16750,16755,16806,10054783150559,20
16750,16755,16806,10054107232908,20
16750,16755,16806,10033942314008,2
16750,16755,16806,10024518675591,30
16750,16755,16806,10021915019199,100
16750,16755,16806,22222228213,200
16750,16755,16806,10074130614600,3
16750,16755,16806,10064487923163,10
16750,16755,16806,10045102045760,2
16750,16755,16806,100022117060,23000
16750,16755,16806,10067198745124,7
16750,16755,16806,10061023945444,5
16750,16755,16806,10052615147970,70
16750,16755,16806,10029973231061,40
16750,16755,16806,1408178519,1500
16750,16755,16806,10063837529903,70
16750,16755,16806,10036903157452,80
16750,16755,16806,10025670872918,70
16750,16755,16806,10067367587312,90
16750,16755,16806,10058116997944,7
16750,16755,16806,62977138183,40
16750,16755,16806,10056941291411,100
16750,16755,16806,10075672652851,10
16750,16755,16806,10069520081182,5
16750,16755,16806,10730820856,1900
16750,16755,16806,10060222949425,30
16750,16755,16806,10022563376015,200
16750,16755,16806,100037253575,20
16750,16755,16806,55765369240,21000
16750,16755,16806,10070924704225,100
16750,16755,16806,10069345639131,0
16750,16755,16806,68505982172,100
16750,16755,16806,10058607337108,4
16750,16755,16806,100037019631,500
16750,16755,16806,68571269841,10
16750,16755,16806,100057840947,0
16750,16755,16806,69901537848,3800
16750,16755,16806,68716482819,70
16750,16755,16806,10073419591428,1
16750,16755,16806,10069754321113,1
16750,16755,16806,10071853290862,40
16750,16755,16806,10069451868677,10
16750,16755,16806,10044244278699,60
16750,16755,16806,10037898554531,100
16750,16755,16806,10020985604134,100
16750,16755,16806,27178217812,1700
16750,16755,16806,10695283008,100
16750,16755,16806,10066861607354,5
16750,16755,16806,10046762319692,5
16750,16755,16806,10023260960910,9
16750,16755,16806,69822867305,60
16750,16755,16806,34620477698,200
16750,16755,16806,10041451437891,50
16750,16755,16806,10025233451282,20
16750,16755,16806,10075019700301,0
16750,16755,16806,10067483870277,10
16750,16755,16806,10069874665874,40
16750,16755,16806,10048424726693,1500
16750,16755,16806,66277214234,100
16750,16755,16806,10029641698968,20
16750,16755,16806,10026948781524,100
16750,16755,16806,11130292255,1600
16750,16755,16806,10066603409274,3
16750,16755,16806,10031745135550,5
16750,16755,16806,10055375760021,9
16750,16755,16806,32914701905,200
16750,16755,16806,1354484390,400
16750,16755,16806,10075049864826,2
16750,16755,16806,1017225056,400
16750,16755,16806,1014731538,90
16750,16755,16806,10073401111844,0
16750,16755,16806,10033960653529,3
16750,16755,16806,100033859125,26000
16750,16755,16806,32117696954,29000
16750,16755,16806,10070971305127,1
16750,16755,16806,10039818299419,40
16750,16755,16806,100033974877,0
16750,16755,16806,1030833234,200
16750,16755,16806,10062415243036,50
16750,16755,16806,1031294940,200
16750,16755,16806,1030801135,1500
16750,16755,16806,10069865179561,0
16750,16755,16806,64505364843,100
16750,16755,16806,10043784907227,200
16750,16755,16806,10026396968171,30
16750,16755,16806,66942109384,3600
16750,16755,16806,1030718092,800
16750,16755,16806,10073179090156,5
16750,16755,16806,10072881529271,5
16750,16755,16806,70101564296,30
16750,16755,16806,10071274479758,2
16750,16755,16806,10061406145264,10
16750,16755,16806,71124147083,200
16750,16755,16806,10069116935370,2
16750,16755,16806,10058582572570,1
16750,16755,16806,10044511060388,100
16750,16755,16806,10046436486594,2
16750,16755,16806,62881336731,20
16750,16755,16806,1003805119,1100
16750,16755,16806,10071767449037,1
16750,16755,16806,50013515056,100
16750,16755,16806,10071425090663,2
16750,16755,16806,10066085540903,12000
16750,16755,16806,10059493516414,50
16750,16755,16806,10038105664683,3
16750,16755,16806,100033974881,0
16750,16755,16806,100033859179,26000
16750,16755,16806,56573145440,1200
16750,16755,16806,10069946670604,0
16750,16755,16806,10053551379695,60
16750,16755,16806,10047213597119,9
16750,16755,16806,10040183820171,50
16750,16755,16806,71412629076,200
16750,16755,16806,10053192191350,10
16750,16755,16806,10053100795624,200
16750,16755,16806,10024428716915,3
16750,16755,16806,10021859385031,500
16750,16755,16806,32277292251,10
16750,16755,16806,10064317617172,20
16750,16755,16806,7590057,270000
16750,16755,16806,10044136976135,10
16750,16755,16806,10028508927388,2
16750,16755,16806,10049119876487,10
16750,16755,16806,27390250936,200
16750,16755,16806,10026499744129,10
16750,16755,16806,10020771018843,700
16750,16755,16806,72153388421,20
16750,16755,16806,10070523978833,10
16750,16755,16806,10067547584206,10
16750,16755,16806,10059729893244,20
16750,16755,16806,10035970023683,10
16750,16755,16806,10072467674136,0
16750,16755,16806,10066633644697,10
16750,16755,16806,10036653621708,900
16750,16755,16806,10067050103991,20
16750,16755,16806,10064655934875,20
16750,16755,16806,10052006488623,90
16750,16755,16806,100016126704,14000
16750,16755,16806,10047188023356,20
16750,16755,16806,70691342961,100
16750,16755,16806,10071575162462,0
16750,16755,16806,10033830729937,10
16750,16755,16806,100045795585,20000
16750,16755,16806,55506102389,200
16750,16755,16806,20177728051,1500
16750,16755,16806,10074217556115,0
16750,16755,16806,10075781563253,0
16750,16755,16806,10064658196889,9
16750,16755,16806,10042133278529,40
16750,16755,16806,10040882952004,5
16750,16755,16806,10026400696741,7
16750,16755,16806,30696928566,100
16750,16755,16806,10049094220967,30
16750,16755,16806,42160233240,30
16750,16755,16806,10036736553296,30
16750,16755,16806,10073936540347,1
16750,16755,16806,27176881344,1300
16750,16755,16806,22475011637,21000
16750,16755,16806,10050181090379,1
16750,16755,16806,10025513963529,200
16750,16755,16806,72323609383,30
16750,16755,16806,71946117345,30
16750,16755,16806,10058036568211,500
16750,16755,16806,10075613250872,0
16750,16755,16806,10029662112911,7
16750,16755,16806,10058554102527,5
16750,16755,16806,10047051893699,10
16750,16755,16806,100043767284,180000
16750,16755,16806,50926823839,7
16750,16755,16806,10057558704248,4
16750,16755,16806,69421359864,7
16750,16755,16806,10065888979162,5
16750,16755,16806,10056727314542,9
16750,16755,16806,10048742709893,100
16750,16755,16806,100019700500,580000
16750,16755,16806,67657289346,50
16750,16755,16806,10073635840970,1
16750,16755,16806,10067470536131,3
16750,16755,16806,10047702222169,6
16750,16755,16806,10043354279976,0
16750,16755,16806,100038684481,3600
16750,16755,16806,45768318212,700
16750,16755,16806,10064094138318,3
16750,16755,16806,100024539039,770000
16750,16755,16806,55835393935,400
16750,16755,16806,10064575504945,50
16750,16755,16806,10051693137631,6
16750,16755,16806,100043660201,4
16750,16755,16806,69945302046,100
16750,16755,16806,10072016155757,2
16750,16755,16806,10034548506482,7
16750,16755,16806,34314765295,50
16750,16755,16806,100052830156,250000
16750,16755,16806,57833773542,60
16750,16755,16806,10048086505792,10
16750,16755,16806,10067232828146,0
16750,16755,16806,100043341471,3400
16750,16755,16806,100019774970,16000
16750,16755,16806,66458295945,70
16750,16755,16806,60469667579,40
16750,16755,16806,10074045054198,0
16750,16755,16806,10059462639403,100
16750,16755,16806,17254597077,500
16750,16755,16806,10067815794273,0
16750,16755,16806,10058788358315,7
16750,16755,16806,10053788886236,20
16750,16755,16806,10047191491331,400
16750,16755,16806,67103440051,5700
16750,16755,16806,10070062708234,1
16750,16755,16806,10065126309043,1
16750,16755,16806,10058055908126,5
16750,16755,16806,10052179860464,4
16750,16755,16806,100043829779,28000
16750,16755,16806,10072760357439,7
16750,16755,16806,10048623234059,1400
16750,16755,16806,10075524104135,0
16750,16755,16806,10069009549392,20
16750,16755,16806,10055686623699,8
16750,16755,16806,10027943256374,20
16750,16755,16806,10063997408049,10
16750,16755,16806,10060144287901,4
16750,16755,16806,10037738857184,10
16750,16755,16806,55165551933,24000
16750,16755,16806,10067586871834,30
16750,16755,16806,10054569616653,6
16750,16755,16806,10070247381188,0
16750,16755,16806,10065460373284,20
16750,16755,16806,10057683068322,2
16750,16755,16806,10054063326841,10
16750,16755,16806,100019704152,53000
16750,16755,16806,40061539333,400
16750,16755,16806,10054871155993,3
16750,16755,16806,10070330709648,2
16750,16755,16806,100047154066,18000
16750,16755,16806,10069226373850,0
16750,16755,16806,10053046798136,7
16750,16755,16806,10044070278779,30
16750,16755,16806,68515247751,200
16750,16755,16806,57917078979,100
16750,16755,16806,10068316650296,7
16750,16755,16806,10046100117939,100
16750,16755,16806,10036241622192,100
16750,16755,16806,10021523695648,5
16750,16755,16806,100039982329,4600
16750,16755,16806,24344001151,3800
16750,16755,16806,10074527552779,1
16750,16755,16806,10052818461279,10
16750,16755,16806,10036116216403,100
16750,16755,16806,11646944679,500
16750,16755,16806,10040947746777,1
16750,16755,16806,10074315563291,0
16750,16755,16806,10073868194038,0
16750,16755,16806,10051915571740,5
16750,16755,16806,10048133463236,5
16750,16755,16806,100048557699,20
16750,16755,16806,1006008246,2300
16750,16755,16806,10073176561710,1
16750,16755,16806,10038756870760,10
16750,16755,16806,10027416589922,100
16750,16755,16806,100045839175,200000
16750,16755,16806,10069886630142,0
16750,16755,16806,10067563330841,30
16750,16755,16806,10055085683385,0
16750,16755,16806,100049825144,0
16750,16755,16806,100004705131,200
16750,16755,16806,100050868590,500
16750,16755,16806,100017970791,400
16750,16755,16806,47865743514,7
16750,16755,16806,10071154531823,1
16750,16755,16806,10067594861026,1
16750,16755,16806,10054682296554,100
16750,16755,16806,10023001005886,1800
16750,16755,16806,100025165448,210000
16750,16755,16806,10073089853964,10
16750,16755,16806,10073063281347,0
16750,16755,16806,10043815594182,50
16750,16755,16806,10021339657261,50
16750,16755,16806,72100474854,2500
16750,16755,16806,10048316888935,100
16750,16755,16806,10074166895787,1
16750,16755,16806,10068165967642,200
16750,16755,16806,10054563024279,20
16750,16755,16806,10075850436039,0
16750,16755,16806,10075771171477,0
16750,16755,16806,10074448288827,0
16750,16755,16806,10074448259998,0
16750,16755,16806,10074448259008,0
16750,16755,16806,10074393830123,0
16750,16755,16806,10072656907521,2
16750,16755,16806,10051176564081,80
16750,16755,16806,10067405143241,20
16750,16755,16806,10054648042451,100
16750,16755,16806,10040647638573,70
16750,16755,16806,10032253345375,10
16750,16755,16806,10025290124880,40
16750,16755,16806,10073988475305,1
16750,16755,16806,10065090923407,50
16750,16755,16806,10061276770095,7
16750,16755,16806,10057776517691,4
16750,16755,16806,10074045804612,2
16750,16755,16806,10045189882712,20
16750,16755,16806,10050271100083,60
16750,16755,16806,10049310947051,20
16750,16755,16806,10033952834704,90
16750,16755,16806,10028136495462,200
16750,16755,16806,10073750967402,2
16750,16755,16806,10067147808678,10
16750,16755,16806,15275014845,400
16750,16755,16806,10074847776282,0
16750,16755,16806,10063234947545,10
16750,16755,16806,10043726606322,6
16750,16755,16806,10026753790497,100
16750,16755,16806,100023898371,11000
16750,16755,16806,33023315610,400
16750,16755,16806,10072918513076,0
16750,16755,16806,10072201654623,3
16750,16755,16806,10034675539544,1200
16750,16755,16806,10069366073549,0
16750,16755,16806,10063280155273,3
16750,16755,16806,100030245319,30000
16750,16755,16806,10070420571532,2
16750,16755,16806,10053855478314,6
16750,16755,16806,10053828755230,6
16750,16755,16806,69787829436,100
16750,16755,16806,22762167687,70
16750,16755,16806,10059530667131,40
