一级分类,二级分类,三级分类,商品id,好评数
16750,16755,16806,100058561697,30
16750,16755,16806,10021325162636,900
16750,16755,16806,41007441805,2500
16750,16755,16806,100036943990,300
16750,16755,16806,10063855538211,1400
16750,16755,16806,10026026823521,100
16750,16755,16806,1030217196,8400
16750,16755,16806,14983464693,500
16750,16755,16806,10025703322322,400
16750,16755,16806,10034899413706,2200
16750,16755,16806,55252000161,700
16750,16755,16806,10067559283529,200
16750,16755,16806,10067255507936,10
16750,16755,16806,43727144466,900
16750,16755,16806,100004809681,800
16750,16755,16806,1952593566,300
16750,16755,16806,10027368218027,1500
16750,16755,16806,10072738882936,10
16750,16755,16806,10042734582851,200
16750,16755,16806,10021424806472,50
16750,16755,16806,10036827492608,500
16750,16755,16806,10064289800903,600
16750,16755,16806,10033661928565,1300
16750,16755,16806,27433058910,4400
16750,16755,16806,10036367118942,100
16750,16755,16806,36509863130,1400
16750,16755,16806,62613782359,1100
16750,16755,16806,1376732996,400
16750,16755,16806,65427714160,800
16750,16755,16806,40710297892,1100
16750,16755,16806,10032905722057,1300
16750,16755,16806,10031513725405,200
16750,16755,16806,10058656714017,400
16750,16755,16806,10034557677773,50
16750,16755,16806,10028604431634,800
16750,16755,16806,100040212917,200
16750,16755,16806,43727408324,1200
16750,16755,16806,10020333111578,600
16750,16755,16806,55863672284,14000
16750,16755,16806,49476949763,2600
16750,16755,16806,72223826170,400
16750,16755,16806,10023009444939,400
16750,16755,16806,51046409664,1200
16750,16755,16806,27100746653,6100
16750,16755,16806,100003054565,21000
16750,16755,16806,10067819656254,200
16750,16755,16806,32950244528,1500
16750,16755,16806,10071821282570,30
16750,16755,16806,1247056717,1100
16750,16755,16806,10036992468560,400
16750,16755,16806,10056266285121,300
16750,16755,16806,72209833814,100
16750,16755,16806,10032973856085,1700
16750,16755,16806,10020696261359,200
16750,16755,16806,30468764013,700
16750,16755,16806,10044505580915,300
16750,16755,16806,10072225001267,20
16750,16755,16806,10034148783345,400
16750,16755,16806,26147291068,2000
16750,16755,16806,100021720705,60
16750,16755,16806,72049266631,1800
